Results,Entity,Line,Column,CheckID,Check Name,Ignored,Note,Severity
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 436","SpannerIOWriteTest.java","487","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 439","SpannerIOWriteTest.java","490","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: testGatherSortAndBatchFn defined but not called.","testGatherSortAndBatchFn","505","14","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 720","SpannerIOWriteTest.java","515","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 721","SpannerIOWriteTest.java","516","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 722","SpannerIOWriteTest.java","517","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 723","SpannerIOWriteTest.java","518","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 724","SpannerIOWriteTest.java","519","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 604","SpannerIOWriteTest.java","526","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 747","SpannerIOWriteTest.java","547","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: testGatherBundleAndSortFn_flushOversizedBundle defined but not called.","testGatherBundleAndSortFn_flushOversizedBundle","579","14","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 526","SpannerIOWriteTest.java","604","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: testBatchFn_cells defined but not called.","testBatchFn_cells","673","14","RECOMMENDED_13","Unused Functions","","",""
    "Violation: testBatchFn_size defined but not called.","testBatchFn_size","688","14","RECOMMENDED_13","Unused Functions","","",""
    "Violation: testBatchFn_rows defined but not called.","testBatchFn_rows","705","14","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 515","SpannerIOWriteTest.java","720","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 516","SpannerIOWriteTest.java","721","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 517","SpannerIOWriteTest.java","722","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 518","SpannerIOWriteTest.java","723","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 519","SpannerIOWriteTest.java","724","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOWriteTest.java line: 547","SpannerIOWriteTest.java","747","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: buildMutationBatch defined but not called.","buildMutationBatch","794","36","RECOMMENDED_13","Unused Functions","","",""
    "Violation: mutationsInNoOrder defined but not called.","mutationsInNoOrder","807","36","RECOMMENDED_13","Unused Functions","","",""
    "Violation: matches defined but not called.","matches","813","25","RECOMMENDED_13","Unused Functions","","",""
    "Violation: toString defined but not called.","toString","822","24","RECOMMENDED_13","Unused Functions","","",""
    "Violation: verifyTableWriteRequestMetricWasSet defined but not called.","verifyTableWriteRequestMetricWasSet","828","15","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOReadTest.java line: 199","SpannerIOWriteTest.java","833","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOReadTest.java line: 201","SpannerIOWriteTest.java","835","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOReadTest.java line: 202","SpannerIOWriteTest.java","836","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOReadTest.java line: 236","SpannerIOWriteTest.java","850","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOReadTest.java line: 237","SpannerIOWriteTest.java","851","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOReadTest.java line: 238","SpannerIOWriteTest.java","852","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOReadTest.java line: 239","SpannerIOWriteTest.java","853","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOReadTest.java line: 241","SpannerIOWriteTest.java","855","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOReadTest.java line: 242","SpannerIOWriteTest.java","856","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOReadTest.java line: 243","SpannerIOWriteTest.java","857","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIOReadTest.java line: 244","SpannerIOWriteTest.java","858","0","RECOMMENDED_20","Duplicate Code","","",""
  "<a id=""38"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOWriteTest.java line: 39","TextIOReadTest.java","52","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOWriteTest.java line: 38","TextIOReadTest.java","51","0","RECOMMENDED_20","Duplicate Code","","",""
    "Max Length(200) Exceeded: {'CountLine': 899} lines.","TextIOReadTest.java","0","0","RECOMMENDED_02","Files too long","","",""
    "Violation: assertReadingCompressedFileMatchesExpected defined but not called.","assertReadingCompressedFileMatchesExpected","182","22","RECOMMENDED_13","Unused Functions","","",""
    "Violation: createZipFile defined but not called.","createZipFile","220","22","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getTextSource defined but not called.","getTextSource","262","27","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getFileSuffix defined but not called.","getFileSuffix","266","24","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 428","TextIOReadTest.java","286","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: data defined but not called.","data","290","37","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 441","TextIOReadTest.java","304","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: testReadLinesWithDefaultDelimiter defined but not called.","testReadLinesWithDefaultDelimiter","311","16","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 528","TextIOReadTest.java","330","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: read defined but not called.","read","330","17","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 529","TextIOReadTest.java","331","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 530","TextIOReadTest.java","332","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 531","TextIOReadTest.java","333","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 535","TextIOReadTest.java","337","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 543","TextIOReadTest.java","345","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: isOpen defined but not called.","isOpen","345","21","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 544","TextIOReadTest.java","346","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: close defined but not called.","close","350","18","RECOMMENDED_13","Unused Functions","","",""
    "Violation: testReadLinesWithDefaultDelimiterAndSlowReadChannel defined but not called.","testReadLinesWithDefaultDelimiterAndSlowReadChannel","356","16","RECOMMENDED_13","Unused Functions","","",""
    "Violation: testReadLinesWithDefaultDelimiterOnSplittingSourceAndSlowReadChannel defined but not called.","testReadLinesWithDefaultDelimiterOnSplittingSourceAndSlowReadChannel","372","16","RECOMMENDED_13","Unused Functions","","",""
    "Violation: testSplittingSource defined but not called.","testSplittingSource","408","16","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 459","TextIOReadTest.java","417","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 460","TextIOReadTest.java","418","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 461","TextIOReadTest.java","419","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 463","TextIOReadTest.java","421","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 286","TextIOReadTest.java","428","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: data defined but not called.","data","432","37","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 304","TextIOReadTest.java","441","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: testReadLines defined but not called.","testReadLines","451","16","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 417","TextIOReadTest.java","459","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 418","TextIOReadTest.java","460","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 419","TextIOReadTest.java","461","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 421","TextIOReadTest.java","463","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: data defined but not called.","data","473","37","RECOMMENDED_13","Unused Functions","","",""
    "Violation: testReadLinesWithCustomDelimiter defined but not called.","testReadLinesWithCustomDelimiter","498","16","RECOMMENDED_13","Unused Functions","","",""
    "Violation: testReadLinesWithCustomDelimiterAndZeroAndOneLengthReturningChannel defined but not called.","testReadLinesWithCustomDelimiterAndZeroAndOneLengthReturningChannel","506","16","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 330","TextIOReadTest.java","528","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: read defined but not called.","read","528","23","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 331","TextIOReadTest.java","529","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 332","TextIOReadTest.java","530","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 333","TextIOReadTest.java","531","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\TextIOReadTest.java line: 337","TextIOReadTest.java","535","0","RECOMMENDED_20","Duplicate Code","","",""
